Date,Returns,0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2016-10-08,0.0,-0.62,0.29,-1.17,0.0,0.3,1.39,0.3,0.0,1.7,0.0,0.0,0.0,2.79,0.22,-0.09,-0.79,-0.23,-0.24,-0.65,1.62,0.36,0.01,1.0,-0.34
2016-10-09,-1.93,0.17,0.02,0.08,0.07,0.0,0.0,0.14,0.02,0.0,-0.3,-0.32,0.0,0.0,0.0,0.0,-0.56,0.0,0.0,0.0,0.02,0.99,0.01,0.0,0.0
2016-10-10,1.31,0.0,0.29,0.01,-0.31,-1.46,0.0,0.0,0.45,-0.17,0.0,0.0,0.0,0.0,0.0,0.71,0.41,-0.38,0.01,0.01,-0.74,-0.07,-0.74,0.0,-0.02
2016-10-11,22.63,0.0,0.0,1.76,0.23,0.01,0.0,0.0,-0.01,0.0,-1.29,-0.72,0.0,0.39,0.99,0.34,-2.57,0.86,-0.05,-0.01,0.28,1.25,0.37,-0.45,0.32
2016-10-12,-4.67,0.29,-0.27,-0.33,0.0,16.2,-0.44,-1.5,-0.03,0.03,0.0,0.97,0.42,0.97,0.35,-0.51,-1.02,2.27,0.81,0.09,3.23,-3.23,0.27,1.26,2.47
2016-10-13,0.12,-0.34,-0.63,0.0,-1.73,-0.21,0.01,-0.01,-0.13,0.01,0.38,0.86,0.36,-0.01,-0.33,0.03,-0.52,1.08,0.52,-1.47,0.6,-2.46,0.2,-0.87,0.21
2016-10-14,1.48,-0.54,0.44,3.13,1.4,-0.88,-1.76,1.06,0.7,-3.33,-0.76,-0.28,0.0,1.62,-0.3,0.72,-0.14,0.33,0.25,-0.3,-0.45,-0.66,-0.35,0.01,-0.01
2016-10-15,-1.76,0.0,0.01,1.11,0.0,1.43,-0.42,-0.44,-0.55,0.01,0.0,-0.01,0.01,1.41,-0.59,0.01,0.83,-0.53,0.01,2.75,-0.51,-3.88,0.84,0.0,0.0
2016-10-16,4.41,1.09,1.43,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,0.01,0.0,-0.68,-1.86,0.0,-0.37,-0.44,-2.89,1.18,0.76
2016-10-17,-1.79,0.59,0.0,1.22,0.0,0.0,0.49,0.0,0.75,-0.19,0.0,0.0,0.0,0.77,0.45,0.0,0.0,0.0,0.2,0.58,-0.58,-2.29,1.25,1.32,-0.15
2016-10-18,-2.79,-1.15,0.3,-2.82,-0.9,0.0,0.15,0.02,0.32,0.0,0.0,0.53,0.0,0.22,1.62,-0.04,0.0,-0.01,-0.02,-0.03,-0.17,0.08,-0.04,0.04,0.3
2016-10-19,-6.39,0.0,0.32,0.0,-1.65,-0.55,0.45,-1.04,-0.86,3.09,0.0,-0.6,0.0,0.0,-0.15,0.03,-0.19,0.02,-0.55,-0.41,-0.79,-0.56,0.45,0.01,-0.01
2016-10-20,0.39,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,1.22,0.0,-2.61,0.0,-6.92,-0.73,0.83,0.27,0.03,-0.91,-0.95,1.85,0.0,0.88,0.11
2016-10-21,1.15,-0.56,-2.2,0.01,-0.81,2.68,-0.34,0.0,0.0,1.17,-0.61,0.05,0.0,0.35,-0.39,0.0,-2.67,-1.24,1.03,2.56,0.03,0.27,1.25,-0.55,0.0
2016-10-22,25.91,0.26,0.72,0.01,0.0,-0.02,-0.59,-1.15,0.16,0.94,0.54,0.01,0.0,0.0,0.48,0.63,0.56,0.23,0.0,-0.79,-0.09,-1.07,0.18,-0.11,0.9
2016-10-23,-5.55,0.0,-0.42,0.61,0.0,0.0,0.01,2.63,0.0,0.37,1.0,0.99,0.01,0.25,0.74,2.43,7.13,3.45,0.0,6.71,0.61,-1.69,-1.36,2.45,-0.97
2016-10-24,-1.78,6.77,-2.13,-2.52,-0.71,-2.49,-0.68,0.0,0.0,-0.01,0.01,-1.15,-0.57,-2.12,3.09,-1.45,1.47,-0.4,-2.36,0.02,-0.02,-1.26,1.19,0.07,0.01
2016-10-25,0.83,-0.3,-3.34,2.36,-0.35,-2.9,0.0,1.41,-1.34,0.98,-0.96,-0.01,0.0,0.15,1.14,0.32,1.14,-0.12,1.06,0.02,-0.27,-1.06,0.54,-0.19,-0.04
2016-10-26,19.26,0.14,3.68,-0.2,-0.17,1.13,-0.45,0.88,-0.77,-1.43,-0.01,-0.72,-0.2,0.81,1.55,0.71,0.03,0.04,0.2,0.02,-0.49,0.27,1.31,3.91,-8.67
2016-10-27,11.18,2.77,3.56,-0.01,0.37,0.32,-0.17,0.0,0.46,0.0,0.0,1.15,0.13,4.18,2.74,0.56,0.63,0.04,6.42,2.91,-2.38,-3.15,2.73,-5.31,2.73
2016-10-28,8.99,0.49,7.66,1.04,0.96,0.05,-0.04,0.6,0.0,0.0,0.0,-0.01,0.01,-1.11,-2.45,1.3,-0.87,-0.49,0.0,1.81,2.24,-2.18,-3.15,3.14,0.0
2016-10-29,26.95,0.0,2.54,0.0,0.0,0.0,0.0,0.0,0.0,1.83,-0.1,-0.1,-0.03,0.2,0.08,-0.01,3.35,0.61,0.42,-0.16,-1.8,0.94,-0.03,0.2,1.05
2016-10-30,-15.93,0.0,0.0,11.0,2.08,0.51,0.01,0.77,1.4,0.0,0.14,0.8,0.42,0.12,3.91,1.33,1.55,0.96,0.69,4.27,-1.08,4.33,-3.38,-2.88,-0.99
2016-10-31,-2.31,-9.4,-10.32,10.41,2.62,-0.99,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,-4.98,0.4,4.39,-1.3,-0.01,-1.29,-7.09,3.73,-3.98,-1.77
2016-11-01,32.78,1.21,-12.95,9.43,-0.8,0.0,4.08,0.0,-0.39,0.87,0.0,-3.42,1.78,-1.53,4.03,5.27,1.65,-0.61,-0.39,-0.48,-0.13,-4.54,0.0,0.0,-3.37
2016-11-02,4.51,4.81,4.3,0.52,1.96,-0.54,-1.42,1.96,11.87,0.0,-0.01,1.11,9.24,-0.18,0.91,-1.66,-4.79,1.05,2.04,-0.48,0.14,0.84,4.72,-6.88,2.45
2016-11-03,-49.37,-1.41,-3.45,2.5,-1.64,-0.53,-0.6,1.3,1.39,-5.47,-0.26,1.35,-0.62,1.53,-0.09,0.98,-0.57,0.69,2.88,0.01,-0.99,1.24,4.66,1.95,1.23
2016-11-04,21.36,9.75,-3.61,1.24,-0.88,0.5,-0.01,-2.2,-10.77,0.62,0.0,4.77,3.28,-2.04,-8.31,0.47,-12.07,-6.85,1.4,-19.85,12.77,-9.19,-4.41,-15.6,11.91
2016-11-05,-0.65,11.76,2.94,0.0,0.0,0.0,-1.6,-3.58,-0.21,6.24,0.89,0.01,0.0,0.37,0.02,-6.15,-3.57,-0.33,-1.78,2.78,3.56,0.51,-2.03,5.26,4.93
2016-11-06,4.82,-0.96,-1.44,-1.35,1.48,0.13,-0.74,0.54,-0.62,2.24,1.61,2.53,-4.83,-0.18,-4.6,-0.93,3.63,0.04,0.87,0.46,0.9,0.53,0.02,0.07,0.0
2016-11-07,-1.86,0.66,0.0,0.0,5.01,1.27,-1.28,-0.01,0.0,0.0,0.01,0.0,0.0,0.0,-4.93,-4.05,-3.78,2.91,0.68,0.0,0.0,0.0,4.45,3.86,0.02
2016-11-08,4.31,-4.19,-4.42,3.61,-0.05,0.01,0.76,0.0,0.0,0.0,0.7,-5.56,0.56,0.0,0.43,-1.57,2.15,2.63,1.72,-0.41,0.31,0.2,0.96,0.37,-1.05
2016-11-09,7.88,-1.8,2.5,0.0,0.0,-1.41,0.0,-3.59,0.16,0.0,-0.01,1.1,0.25,3.48,0.58,3.42,-2.91,1.15,-0.41,1.16,0.01,0.0,1.49,-0.33,-1.16
2016-11-10,-10.49,-1.99,0.26,7.18,12.94,4.65,1.07,-2.92,5.37,-1.41,-6.45,1.25,0.32,-4.25,-1.51,-0.55,-3.1,3.86,0.15,-0.7,-0.01,-1.04,-5.21,1.57,0.0
2016-11-11,4.24,-0.16,-0.02,0.0,-2.27,-3.01,0.33,-3.1,1.44,1.54,0.34,0.01,0.06,-3.13,0.09,-1.58,1.72,-0.02,-0.02,-0.21,-2.88,-1.31,-2.85,3.14,1.41
2016-11-12,-14.92,2.0,1.65,-2.08,-0.9,0.0,0.01,0.0,0.0,1.48,-0.01,0.01,0.0,0.0,1.29,3.21,-0.02,-2.17,-0.01,0.01,0.0,-2.52,1.45,0.84,0.0
2016-11-13,1.69,0.0,0.0,-0.02,0.0,-2.63,-0.04,-0.64,0.85,1.66,-10.41,1.39,0.97,-0.01,-1.34,-0.75,-0.22,-0.26,0.39,0.53,0.0,-0.4,0.59,-0.21,-4.37
2016-11-14,5.03,-5.63,-1.45,-0.09,1.87,0.0,-5.0,0.0,0.27,1.99,0.0,0.0,0.0,0.0,-6.03,0.74,9.03,3.99,-0.63,0.0,0.62,0.0,2.48,-0.5,0.02
2016-11-15,5.41,-1.0,-0.59,0.44,3.7,-0.12,-1.12,-1.07,0.0,0.43,3.31,-0.11,-5.34,-0.09,-3.56,0.52,3.41,-0.84,-0.46,0.8,0.5,4.2,2.04,-0.01,0.4
2016-11-16,27.55,0.72,1.14,5.32,-1.88,-2.79,3.29,-0.31,3.33,-2.85,-0.1,-4.03,0.91,0.34,1.86,0.32,-1.49,1.33,2.15,1.33,-0.29,-0.21,-2.15,-0.86,0.11
2016-11-17,-3.96,-0.7,0.01,-0.97,0.94,-0.22,-0.5,2.69,-1.03,0.01,0.0,0.0,0.82,25.64,-5.8,-3.52,-0.01,0.98,0.01,5.03,1.92,-0.93,3.0,-1.19,1.19
2016-11-18,12.1,0.0,0.0,1.99,1.01,6.0,1.01,-2.01,2.0,-2.67,2.68,-2.99,-7.02,5.96,1.04,-2.93,0.94,0.98,-0.99,-0.09,-2.11,-2.76,-4.13,-0.01,0.64
2016-11-19,2.85,-0.91,0.0,1.4,1.58,2.52,-1.0,0.01,0.99,0.87,8.0,0.0,0.01,-1.0,0.59,0.39,0.0,-3.18,-2.74,-0.07,-1.25,-1.52,2.76,3.0,3.01
2016-11-20,-23.62,-0.77,0.76,0.01,-0.01,0.01,-0.76,0.21,4.95,-9.39,2.55,1.06,-0.42,0.0,0.0,0.03,-0.03,3.31,-0.37,-1.13,0.0,-0.01,0.0,0.95,-0.01
2016-11-21,10.12,0.06,0.99,0.01,0.0,0.0,0.0,-0.01,0.01,-0.01,0.01,-0.01,-0.59,-1.38,-14.45,-5.45,-4.43,3.33,-5.19,-11.25,10.23,1.86,0.65,1.75,0.3
2016-11-22,10.87,0.67,0.0,2.27,-0.03,-4.81,0.0,7.12,0.0,-1.46,0.01,0.0,0.0,0.0,1.35,1.64,0.67,1.47,1.96,0.04,-1.32,0.08,0.53,-0.07,0.41
2016-11-23,-5.94,-0.41,-0.01,-2.21,-0.85,0.0,0.0,0.0,0.58,-0.07,0.46,0.37,0.09,-0.89,0.78,10.22,0.0,0.0,1.22,2.82,-0.13,-0.1,-1.42,-3.09,3.1
2016-11-24,-4.42,0.0,0.0,0.0,0.0,-1.69,-2.9,0.0,0.0,-3.71,-0.04,-0.01,-3.25,4.62,1.8,-3.25,-1.54,-5.87,6.14,-0.2,0.01,4.4,-0.46,0.01,0.0
2016-11-25,3.29,1.54,1.51,-1.48,-2.47,0.18,0.33,-2.02,-3.77,0.88,-0.72,-4.22,0.08,2.95,1.67,-1.05,-7.81,0.51,2.73,2.66,3.46,-1.12,0.1,1.19,0.45
2016-11-26,-4.83,0.0,0.0,-2.89,-2.13,-2.71,2.05,0.23,0.45,-0.96,0.0,1.95,0.0,0.0,0.55,0.15,0.0,0.31,0.99,0.29,-0.28,0.0,2.18,0.77,2.95
2016-11-27,-8.1,0.58,-0.58,0.01,-0.16,-1.46,0.03,0.28,-0.46,0.01,-7.68,2.23,0.31,0.03,-1.99,-4.31,-1.04,1.49,5.46,-0.65,0.0,0.0,2.53,-0.15,-0.99
2016-11-28,4.64,-1.4,-4.46,1.57,0.14,-0.14,-0.05,2.36,-0.01,0.01,0.0,-0.01,0.6,0.0,0.0,-0.01,0.01,-0.02,-0.3,-1.05,0.53,0.03,-0.2,-2.67,-1.96
2016-11-29,-0.63,0.62,4.01,0.01,0.0,0.0,1.05,-1.05,-0.21,0.11,0.0,-2.13,1.02,0.2,-1.95,-0.29,1.2,3.01,0.01,-0.36,-0.92,0.31,-0.42,0.42,0.0
2016-11-30,9.75,1.0,0.0,0.0,0.0,0.0,0.0,-1.06,-0.96,0.06,0.2,0.0,1.02,0.29,-0.19,-0.71,-0.76,0.96,1.52,-0.7,0.62,0.1,-0.9,-0.72,0.16
2016-12-01,11.88,0.06,0.01,-0.09,0.98,0.0,-0.07,0.0,0.08,5.51,0.02,-0.93,0.94,1.56,-0.86,-0.7,0.81,2.95,1.12,-0.08,-0.29,1.05,-3.11,0.23,0.1
2016-12-02,20.15,0.37,1.66,-1.0,1.75,0.0,0.0,0.0,0.0,0.0,1.88,0.86,2.17,-0.91,1.74,0.5,2.65,1.11,0.78,0.07,-0.85,-0.49,-1.52,0.17,0.84
2016-12-03,-7.67,1.0,7.5,2.38,0.0,0.0,5.13,-3.01,0.32,0.36,2.33,-0.01,-0.01,0.01,1.5,1.77,-1.37,-0.99,0.29,0.73,-2.51,1.72,1.86,0.0,1.99
2016-12-04,-0.78,-0.9,-3.0,-0.27,2.34,0.5,-7.54,-3.1,-2.5,2.44,0.01,1.79,1.33,0.69,1.99,0.84,-2.82,-1.72,2.02,1.42,-1.38,0.78,-1.44,0.01,0.0
2016-12-05,-10.81,0.0,0.0,0.63,-0.25,0.01,0.23,-2.08,0.0,0.0,0.0,-1.99,3.69,0.28,2.98,-2.97,0.0,-1.05,0.03,-0.31,-0.29,0.0,-0.58,-0.25,1.14
2016-12-06,4.11,0.3,-1.44,-3.57,0.0,-4.5,-3.26,1.01,-0.1,0.94,0.75,-3.93,-1.94,-2.1,1.27,2.49,1.94,-1.27,2.44,0.27,-0.73,-0.42,2.14,0.0,-2.51
2016-12-07,6.5,2.52,0.0,-0.64,0.38,-1.72,0.07,-0.04,0.0,0.0,1.46,0.0,0.0,0.49,1.0,1.0,1.06,-1.07,-2.58,-0.39,2.95,-0.91,0.69,1.24,-0.69
2016-12-08,3.19,0.11,0.59,-0.01,0.01,-3.97,-0.52,-0.68,0.5,-0.01,4.55,0.13,0.0,3.01,2.47,0.18,0.48,-1.61,0.55,5.47,-1.62,1.69,-2.62,-0.25,-2.37
2016-12-09,1.42,-0.77,-0.39,0.84,0.32,-0.04,0.56,-0.71,1.2,-0.19,-0.06,4.48,-0.41,0.0,0.8,0.02,0.86,0.09,0.0,0.01,0.54,-2.51,1.36,-1.59,-1.05
2016-12-10,1.69,1.41,-1.28,-1.03,0.67,0.38,0.0,-1.66,1.67,0.0,1.26,0.97,-0.26,0.63,0.37,0.01,-0.67,-1.0,0.5,0.82,1.47,-1.32,1.32,-0.87,-1.01
2016-12-11,-2.35,0.64,4.24,-0.69,0.69,-0.15,0.01,0.35,-0.35,0.01,0.0,0.0,-0.01,0.01,0.94,0.19,0.0,-0.01,0.01,-3.95,1.25,0.0,-0.39,-1.11,0.0
2016-12-12,10.21,-6.51,1.16,-0.43,0.0,0.0,0.0,-0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.89,1.75,0.08,-1.38,0.6,0.19,0.0,1.3
2016-12-13,0.99,0.25,0.0,0.0,-0.02,0.21,-1.21,-0.05,-0.05,0.0,2.11,4.01,3.01,-0.01,0.12,0.0,0.31,0.26,0.0,0.87,-0.57,-1.99,1.06,0.62,-0.03
2016-12-14,-5.8,0.29,8.21,-1.4,-11.46,-1.47,-0.56,2.41,-1.58,1.55,1.49,-0.01,0.7,1.33,0.01,-0.01,1.49,0.32,-1.27,0.01,0.12,0.16,0.02,0.65,-1.3
2016-12-15,0.34,-2.78,-2.82,3.57,0.21,0.47,-2.59,1.95,0.64,0.0,0.0,-0.01,-1.09,1.51,0.89,-0.01,-5.39,2.87,0.92,0.0,0.0,-0.88,1.49,-3.15,1.74
2016-12-16,7.29,1.12,0.7,0.31,0.68,-2.32,-0.61,0.0,-0.42,0.01,0.0,0.0,0.0,0.58,0.06,0.22,0.63,0.48,-0.01,-0.45,0.02,-0.23,-0.67,-1.81,-0.27
2016-12-17,6.92,1.09,-0.01,-0.85,1.39,-0.02,0.0,4.02,-3.35,-0.01,-0.74,0.19,2.98,1.16,-0.8,0.84,-0.4,1.29,-0.71,-0.27,-1.89,2.28,0.42,0.85,0.12
2016-12-18,0.73,0.0,1.89,3.37,-0.74,0.54,0.35,0.03,0.0,0.0,0.0,0.06,0.0,-0.82,0.0,0.0,0.0,0.83,0.99,0.01,0.0,0.0,0.4,0.0,0.0
2016-12-19,0.08,0.58,0.02,-0.01,0.01,-0.01,0.01,0.0,0.0,-0.01,0.01,0.0,0.0,0.0,0.0,-2.47,-0.7,-1.1,0.0,0.0,0.96,1.74,1.86,-0.16,0.1
2016-12-20,10.68,0.16,0.0,0.0,0.3,0.0,0.01,0.0,-0.88,0.0,0.0,0.0,1.18,0.0,-0.89,-0.15,-0.03,-0.78,0.92,-0.09,0.24,-1.61,1.6,-0.01,0.0
2016-12-21,25.33,-0.21,0.0,0.02,0.0,-0.04,-1.84,0.0,2.14,0.72,0.0,0.0,0.0,0.01,-0.01,0.0,0.2,0.79,1.02,-0.04,-0.96,1.0,-0.51,2.05,6.43
2016-12-22,32.79,-0.41,0.45,0.0,3.85,0.73,-0.71,0.0,0.11,2.02,0.94,0.93,0.0,0.0,7.33,3.8,7.42,-3.07,-2.03,-0.16,-0.61,-0.01,2.51,0.67,5.01
2016-12-23,60.23,6.69,1.67,0.0,0.82,2.32,3.08,5.69,4.54,6.2,10.62,-3.92,-9.68,-1.46,6.97,3.73,-3.16,-0.35,-0.49,-0.03,-1.32,-2.66,4.18,-0.39,-4.29
2016-12-24,-25.55,-0.11,26.76,3.73,-0.49,16.61,-7.39,-1.27,13.96,-9.2,-1.09,7.81,-3.29,1.35,-3.27,1.17,-13.89,-2.43,8.71,1.8,-2.12,-2.04,11.15,10.05,0.11
2016-12-25,3.3,2.23,-0.01,-4.78,-1.52,-0.09,5.0,0.0,-2.09,-16.94,7.41,-4.91,0.01,-9.86,5.44,-3.28,4.69,2.0,0.82,2.67,3.32,-0.47,-9.35,3.19,-1.45
2016-12-26,8.59,-0.17,-0.51,-17.97,-8.17,-1.08,5.03,0.01,-3.31,-2.92,-4.85,3.18,0.0,0.0,5.47,0.0,5.88,6.58,-0.72,0.0,8.54,1.86,2.9,0.07,0.02
2016-12-27,27.08,12.44,4.53,-7.09,4.82,-0.78,-3.67,0.78,0.11,-2.53,-3.51,-2.16,-0.01,-3.68,4.91,5.88,-1.05,0.01,0.0,-0.01,0.01,-0.73,0.64,-1.89,1.78
2016-12-28,49.27,-0.01,-0.06,-0.73,-4.12,1.47,2.61,0.0,5.05,0.0,0.0,-0.01,3.22,17.27,5.37,-0.93,0.39,-1.43,1.13,3.84,-1.84,-0.26,-5.68,-1.05,2.48
2016-12-29,-3.35,12.43,5.08,-0.07,0.09,-1.54,6.08,-3.52,0.82,3.15,2.11,0.52,0.35,1.45,3.69,4.1,-16.77,3.49,0.97,4.2,9.93,4.95,-8.01,5.74,10.27
2016-12-30,-11.86,-3.96,4.43,-3.91,-5.31,-2.68,3.41,4.16,0.47,-1.09,-0.87,0.0,1.01,0.0,-7.52,-3.7,0.56,0.24,-12.27,5.95,-2.54,2.66,8.27,0.95,3.33
2016-12-31,7.84,-1.29,0.48,-9.63,-3.14,-4.86,-4.83,-1.91,-0.6,-2.8,-8.35,3.96,4.81,3.54,2.64,0.85,5.06,6.31,-0.87,-2.3,4.32,-1.12,-7.78,4.08,3.89
2017-01-01,25.4,-8.04,-0.28,-4.23,6.5,-7.98,4.37,9.04,-3.43,-0.62,-4.25,-0.13,3.68,3.5,-2.34,1.16,3.96,0.03,1.0,5.88,-10.08,8.24,-0.04,1.9,2.66
2017-01-02,20.28,-2.55,-1.45,-0.66,-2.09,0.0,-1.24,1.24,0.0,0.0,1.71,5.03,2.61,-1.78,3.63,0.95,4.25,12.66,-1.52,3.06,-0.49,4.085,1.545,-1.33,-3.64
2017-01-03,17.77,-0.87,0.76,6.52,5.62,3.24,0.01,-0.36,-2.54,2.83,0.74,5.31,7.07,0.0,-6.07,-0.84,7.67,4.03,-6.45,-3.04,-9.61,9.42,-3.14,4.22,-2.86
2017-01-04,104.15,7.31,0.31,-1.36,1.89,-0.7,-2.05,-2.3,-0.85,-1.35,-5.25,3.62,2.03,3.37,-4.43,-1.58,0.02,0.88,2.18,1.03,-1.91,5.03,3.56,-0.58,5.93
2017-01-05,-152.16,6.22,6.91,-3.47,4.68,3.21,7.19,0.24,-0.24,0.92,4.2,13.1,0.33,14.5,0.98,-6.53,-0.88,15.2,30.68,5.72,-13.2,-33.68,3.89,54.99,-6.83
2017-01-06,-96.5,-48.14,51.28,-6.11,5.81,16.54,2.32,-10.87,-2.09,-19.77,-39.94,10.7,-0.08,-122.8,-13.7,-6.59,33.46,-37.1,8.82,18.04,-20.49,5.7,6.85,34.99,-5.15
2017-01-07,5.26,10.65,4.51,-56.98,24.93,-11.5,2.59,4.37,2.36,-30.56,-25.85,5.43,-40.34,-2.46,9.28,1.44,13.29,-10.13,8.64,-27.4,5.68,-1.56,10.84,-11.21,2.63
2017-01-08,14.24,-3.48,-23.42,-16.15,-10.91,2.23,-8.63,6.87,-0.53,-14.47,62.15,-4.16,-3.96,7.14,-5.44,17.4,-8.98,9.89,5.05,-9.9,-7.13,2.75,0.99,6.84,9.76
2017-01-09,-10.01,-9.41,5.24,14.77,0.39,21.61,-4.99,4.31,-4.94,-0.38,3.03,-2.76,-21.57,6.31,0.8,2.62,-11.44,-6.67,11.35,-5.06,-5.47,8.87,-4.74,4.72,-0.01
2017-01-10,5.01,-17.89,-15.57,15.32,-4.01,-5.69,11.55,-0.46,-8.04,0.3,-4.13,19.62,0.02,1.26,-3.35,0.13,-0.85,-7.19,0.94,-3.14,-0.01,5.21,2.16,-1.46,4.32
2017-01-11,-118.68,2.97,1.37,2.09,-1.94,-5.52,-0.93,-0.03,0.02,6.43,2.48,2.58,-8.08,3.1,-0.03,-7.14,3.59,1.08,-0.09,-0.01,0.01,1.13,6.04,-1.8,-4.25
2017-01-12,23.71,2.97,0.05,3.84,1.03,-0.99,9.24,-3.94,-0.14,0.1,-51.36,5.54,-28.43,-33.09,0.26,-2.39,-10.27,13.79,-40.42,5.46,20.67,-12.91,2.65,2.95,-11.0
2017-01-13,13.67,-10.77,0.41,-6.19,12.87,-6.29,1.12,-1.68,-8.79,5.98,-2.28,15.92,-11.93,8.02,3.88,0.77,12.37,15.06,-3.18,2.68,11.49,-0.05,7.6,-9.4,-11.47
2017-01-14,-2.04,-0.08,3.57,-1.76,-17.47,-8.66,0.0,9.62,-10.66,11.95,8.1,-3.83,5.39,-3.71,7.15,4.51,5.62,11.38,-2.55,-0.39,-1.78,1.51,8.27,-5.6,1.45
2017-01-15,2.91,7.82,3.28,-9.29,-10.41,6.73,-0.96,1.45,-1.25,-0.18,5.28,-0.59,5.25,0.0,-9.25,-1.56,9.93,-1.72,-2.98,3.61,-3.6,-0.66,-11.08,-0.84,8.84
2017-01-16,7.57,1.75,-0.22,-1.68,2.31,-4.5,-3.35,0.16,-0.42,-1.58,0.71,6.88,-3.85,4.56,-1.25,-7.74,-0.18,0.0,-0.62,3.1,-2.03,1.18,1.56,1.35,5.9
2017-01-17,72.06,-2.73,4.0,6.0,1.58,0.0,0.09,0.0,0.71,-2.72,2.18,-3.4,-8.35,5.26,4.26,-4.35,1.91,0.55,0.03,-0.01,0.24,1.01,-2.94,3.2,0.77
2017-01-18,-29.17,3.66,-1.33,1.65,13.77,10.24,2.81,0.18,23.76,-5.43,1.44,2.2,-3.78,2.61,-3.61,0.87,-3.3,5.63,14.81,6.69,1.08,-10.42,1.45,5.0,1.19
2017-01-19,23.73,3.33,-22.8,2.49,3.33,9.26,-3.21,-2.47,-4.1,0.79,0.0,4.41,2.78,-3.15,-29.34,-4.51,15.98,-3.95,-1.4,2.11,-3.8,5.32,0.4,0.35,6.98
2017-01-20,-2.22,12.78,-7.51,-0.43,1.0,-1.74,0.21,-3.29,0.86,11.04,-0.31,-10.16,0.03,3.8,0.74,4.45,-1.79,1.12,9.2,-1.07,-1.45,1.31,3.13,-9.42,7.54
2017-01-21,23.72,-3.07,-2.97,3.22,-0.65,-10.54,4.13,-1.17,6.43,-5.3,-2.91,-4.21,1.05,2.11,5.84,2.04,0.0,2.74,0.13,-4.86,0.01,3.94,-1.99,-2.22,1.22
2017-01-22,-1.43,0.21,0.34,9.56,17.22,-0.34,-9.0,1.95,0.67,-0.85,2.29,1.48,1.48,3.12,-0.79,-0.42,-3.33,0.42,-1.46,1.27,-0.57,3.76,2.06,-1.85,-0.94
2017-01-23,2.05,8.18,0.26,7.7,-2.52,0.12,-1.51,0.0,0.0,0.0,0.0,-6.5,-0.01,-22.55,0.53,-0.07,3.13,4.94,4.39,-3.75,-0.01,5.37,0.01,0.0,2.99
2017-01-24,-33.21,-4.51,-2.26,4.1,0.91,0.26,-1.19,0.28,2.3,0.11,-5.2,-0.51,3.34,-0.01,0.03,2.36,-3.99,-2.34,2.34,-0.03,-2.19,0.48,1.19,1.44,-2.69
2017-01-25,3.4,-18.31,-1.88,8.15,5.56,7.23,-0.66,-1.43,-1.46,-0.01,1.6,-19.83,5.34,2.0,-0.08,-2.15,1.13,2.63,1.79,-1.96,-1.85,-3.69,-2.62,-6.7,-8.8
2017-01-26,24.36,8.21,6.52,4.31,-3.78,0.5,-3.19,-0.57,-0.16,3.16,0.54,-3.71,0.7,1.72,-7.48,1.15,-1.29,4.2,-1.47,2.99,-0.9,1.27,0.74,-1.22,-0.47
2017-01-27,2.59,3.03,3.99,-1.23,0.79,-1.79,-0.75,-3.0,0.32,3.5,2.68,1.12,1.03,0.32,5.14,3.66,6.81,-2.62,-0.98,-0.39,2.82,-4.92,1.39,0.01,1.7
2017-01-28,0.28,-0.76,4.82,-4.52,-1.71,-1.24,-0.25,-2.08,6.23,-1.29,0.44,1.07,1.6,-0.03,0.14,0.93,2.45,-0.42,-0.05,-2.23,0.27,-0.03,-0.03,0.38,-0.28
2017-01-29,-4.52,-0.02,1.01,0.25,-0.52,-0.71,-0.01,0.22,0.21,1.55,0.0,0.0,-0.02,0.02,0.0,-1.7,-0.23,-0.05,-0.01,-0.96,1.4,1.54,-0.36,-0.45,-0.88
2017-01-30,6.25,0.0,1.69,0.01,0.0,0.0,0.0,-0.01,0.01,0.0,0.0,0.0,-0.01,-0.46,-0.09,0.0,-1.91,-0.42,-0.79,-2.29,-0.7,1.45,-0.53,-0.22,-1.4
2017-01-31,44.0,-0.81,1.94,2.08,0.65,-0.25,0.27,-0.22,-0.08,-0.01,-1.75,0.0,0.0,1.29,1.26,0.01,2.0,0.71,-0.98,-1.74,2.36,-0.16,1.79,-1.35,-0.63
2017-02-01,22.08,0.81,1.18,0.0,0.0,0.0,0.0,0.11,14.77,-3.43,0.97,-0.37,4.06,13.9,-1.0,2.37,1.56,5.35,-7.27,4.96,-0.82,-4.03,5.27,9.61,1.25
2017-02-02,16.87,-2.26,8.58,-5.98,1.45,-2.31,1.0,1.77,1.5,0.0,-2.32,-4.24,0.12,-2.84,0.51,2.41,0.66,3.07,1.58,1.05,2.95,-0.28,1.75,8.92,0.76
2017-02-03,9.12,0.9,0.0,-2.88,-6.64,4.34,1.44,0.57,0.6,4.63,-2.16,3.11,2.17,-0.71,2.58,-1.58,3.51,8.45,-5.4,1.47,0.0,-0.51,7.23,-3.42,0.52
